word,topicid,topicval
detail,"[9, 1, 15, 10, 5, 20, 0, 13, 17, 23, 4, 3, 12, 11, 18, 14, 16, 8, 7, 6, 19, 21, 2, 22, 24]","[0.99999999999391775, 6.0768695181490445e-12, 2.0588144318854199e-14, 1.3647805081425037e-23, 1.3505059255346442e-23, 4.8849051204158248e-26, 2.2858095699668402e-33, 1.0128085182846494e-54, 1.0692741816602543e-56, 3.4648581318441162e-68, 3.6178730123960802e-76, 2.9054899535015136e-86, 7.2150573098559014e-106, 6.2532074154725455e-255, 1.1812541416571487e-317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
van,"[10, 1, 20, 9, 15, 13, 0, 5, 4, 17, 23, 8, 2, 3, 6, 7, 24, 11, 14, 16, 18, 19, 21, 22, 12]","[1.0, 1.3452650343282879e-72, 2.402850228224596e-102, 1.9444172900214712e-119, 2.8388444245280473e-121, 4.7336257194806893e-146, 7.9580412355291558e-180, 5.4286735826320451e-184, 2.6740187512708901e-184, 1.0241075376799868e-236, 5.4962406082424442e-258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
der,"[15, 9, 5, 10, 1, 0, 17, 20, 23, 3, 13, 4, 8, 2, 6, 7, 24, 11, 14, 16, 18, 19, 21, 22, 12]","[1.0, 3.6658279712156341e-36, 1.7167969131727893e-40, 8.8158880927005772e-51, 5.6529449227109514e-56, 3.7236403729243302e-58, 1.1876514931452711e-61, 2.1518916836804116e-83, 2.769865390071701e-84, 2.3304709497112239e-106, 5.0731954756167791e-148, 8.0659628175161229e-168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
waal,"[15, 5, 9, 1, 0, 17, 10, 23, 20, 3, 4, 13, 8, 2, 6, 7, 24, 11, 14, 16, 18, 19, 21, 22, 12]","[1.0, 3.8784858475787929e-36, 1.3446749177076623e-36, 9.3180302061842214e-58, 1.8509153856955062e-58, 4.9104710544646694e-65, 3.9186516145416749e-72, 2.582226957391791e-82, 5.4601875302992822e-93, 3.7031386625741805e-110, 1.1080687602892739e-121, 4.4560624606497546e-147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
due,"[13, 10, 20, 1, 4, 9, 15, 5, 0, 2, 3, 6, 7, 8, 24, 11, 23, 14, 16, 17, 18, 19, 21, 22, 12]","[1.0, 3.4315294049527581e-72, 2.540163214520851e-72, 3.7900040330813195e-82, 4.8607343224912361e-95, 2.4504703871082258e-113, 1.0515483231509895e-160, 9.2996973869527744e-224, 2.7180850604688705e-226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
electrostat,"[17, 0, 23, 5, 3, 15, 9, 1, 10, 20, 13, 4, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99999715821525315, 2.8369497700267762e-06, 4.83492477827034e-09, 3.0473657529461048e-14, 2.2802256988880618e-22, 3.649179490043276e-26, 1.9324561457374373e-42, 1.6310613537312666e-51, 1.2133495597173465e-68, 1.4087271365574854e-73, 1.4835173597250507e-86, 1.4917727142457733e-118, 5.5336812231752017e-173, 3.2311746598281803e-208, 2.4703282292062327e-323, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
biolog,"[10, 1, 20, 13, 9, 4, 15, 5, 0, 2, 3, 6, 7, 8, 24, 11, 23, 14, 16, 17, 18, 19, 21, 22, 12]","[1.0, 1.6952147755960236e-70, 2.9483329901811199e-87, 2.8173502462708121e-107, 2.435254707174826e-108, 3.465280864813043e-136, 2.0519256040876355e-165, 4.5521176835976009e-227, 6.4651059064231343e-279, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
heterogen,"[23, 17, 3, 0, 5, 15, 9, 1, 13, 20, 10, 4, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99835204428859581, 0.00087380712968634206, 0.00077414829421312077, 2.8748817798269686e-10, 3.414423533301127e-24, 1.401505996894488e-38, 4.8985474567594485e-56, 6.8453512361979323e-65, 7.2760596282784333e-80, 2.1521372228116972e-83, 4.1624488733121663e-90, 1.2384475625816674e-110, 8.2502536105123856e-144, 1.4117821118971733e-145, 5.6721577668915293e-306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
catalyst,"[9, 15, 1, 5, 0, 20, 10, 17, 13, 23, 3, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999980625581941, 1.9374410516818027e-07, 6.3248924560833504e-14, 3.9101844390328434e-19, 2.1316431690843487e-23, 4.062781316117596e-25, 8.0909075948313762e-33, 2.5138583253350332e-46, 3.2162215907010773e-54, 6.3988794343137259e-67, 1.7439154360473071e-88, 7.1132658406079469e-103, 3.5134767720479584e-117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
captur,"[15, 5, 0, 9, 1, 17, 23, 10, 20, 3, 4, 13, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999999963176833, 3.6823189443385716e-10, 2.7376872408098699e-14, 1.7105742124038342e-17, 7.9232926101888562e-21, 9.055259976853458e-29, 1.4509627464874451e-40, 1.5646906339566871e-44, 1.0839976054964433e-46, 8.9251722868154142e-52, 2.2354452328034527e-67, 1.5932265977963071e-71, 6.6037617415018121e-141, 9.4522198864822199e-235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wast,"[15, 5, 0, 9, 1, 17, 23, 20, 3, 10, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999999999749889, 2.5218011818220763e-12, 3.0402853796401444e-16, 6.485848867299422e-22, 3.442712568406962e-29, 1.3976396719737407e-30, 5.8588096588060027e-32, 2.0457353585562512e-42, 5.1978220397114343e-50, 4.2515878540791842e-50, 1.1704820138096081e-72, 4.9464265184608752e-98, 2.4305499919810828e-264, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
cold,"[5, 0, 17, 15, 23, 9, 3, 1, 10, 20, 4, 13, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999896176015468, 1.0355752166629237e-06, 2.292459792242398e-09, 3.7212607554868656e-10, 6.9858630353878823e-14, 5.1912146506576949e-21, 2.5037847004781067e-23, 1.6781975268075899e-39, 2.2082161301005742e-60, 1.9758225193730723e-60, 1.0978476498835212e-76, 6.3068021789340207e-92, 2.7561052400276897e-96, 4.4771446884215723e-221, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
air,"[13, 20, 10, 1, 9, 4, 15, 5, 0, 12, 17, 14, 16, 23, 11, 18, 8, 7, 6, 19, 21, 3, 2, 22, 24]","[1.0, 6.5341249136433559e-48, 4.962143098433327e-60, 4.0912250320018363e-64, 4.3928626182725367e-105, 4.5168922315091734e-118, 6.448287511419785e-150, 9.7295296154993817e-196, 1.4078403326750752e-196, 2.9057816472150842e-249, 1.3290089196367861e-317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
capac,"[9, 1, 15, 20, 0, 5, 10, 13, 17, 23, 4, 3, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[1.0, 1.1024398613669972e-16, 2.0716890951552345e-19, 3.6061530366640627e-32, 8.1047210665699235e-36, 1.7162100314702498e-37, 5.2676707485639198e-41, 6.6416803783776488e-62, 2.4863379187845255e-62, 1.513130353876795e-88, 1.4266025241904286e-102, 1.2061084974476558e-117, 9.013821542069985e-211, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
purif,"[3, 23, 17, 0, 5, 15, 9, 1, 13, 10, 20, 12, 4, 11, 14, 16, 18, 8, 7, 6, 19, 21, 2, 22, 24]","[0.99999961702856643, 3.8276390280728369e-07, 2.0752149684195588e-10, 4.9470543582745491e-20, 1.438903858415313e-41, 1.1370923007519775e-56, 2.1047673957047051e-80, 1.3737992358742765e-95, 7.8309773034636662e-97, 6.2970551506112119e-108, 1.6596764666253081e-112, 3.9098955863695985e-128, 8.3481425392593257e-132, 2.8831145367137471e-152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
exchang,"[9, 1, 15, 20, 0, 10, 5, 13, 4, 17, 12, 23, 3, 22, 14, 11, 16, 18, 8, 7, 6, 19, 21, 2, 24]","[0.99999973005933729, 2.6994063655416953e-07, 2.5869516241183952e-22, 9.8430118336511998e-25, 4.0314278184185047e-35, 5.2429394206249319e-39, 3.4370929365558229e-39, 6.9127507481747848e-52, 6.032475099785605e-66, 8.4976295679621966e-80, 2.57505321968779e-82, 4.3231199859321285e-95, 9.4461977641093511e-123, 2.9274614798895544e-317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
chromatographi,"[1, 9, 20, 10, 5, 15, 0, 13, 23, 17, 3, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[1.0, 5.1610377460440628e-52, 1.1281332741569839e-54, 1.1598686824583139e-59, 2.2048663233129531e-76, 3.7317883894313303e-81, 2.2048849700728575e-83, 2.2950578319825183e-109, 1.7418857849605616e-130, 4.4048357949791692e-144, 3.1250322078310257e-172, 1.261629123068727e-174, 4.1204483644580047e-291, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
select,"[10, 1, 9, 20, 13, 15, 4, 0, 5, 17, 12, 23, 3, 14, 11, 16, 18, 8, 7, 6, 19, 21, 2, 22, 24]","[1.0, 1.857331773892246e-28, 1.260480181105255e-50, 2.7868784695185905e-52, 2.9597860287981017e-82, 8.3016737624215713e-99, 6.7896820728750957e-110, 8.608353850267999e-129, 2.757692001583905e-130, 3.6976780240255316e-174, 5.7944476317924734e-207, 6.2926164872831701e-223, 3.883702942314442e-252, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
phase,"[4, 1, 20, 9, 10, 13, 15, 24, 2, 3, 5, 6, 7, 8, 12, 11, 23, 14, 16, 17, 18, 19, 21, 22, 0]","[1.0, 1.1383658157024118e-131, 4.5691503509097767e-184, 8.6173149199702172e-213, 3.4349605455390169e-216, 8.4387504008414957e-220, 1.5397296516802352e-241, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
insolubl,"[17, 23, 3, 0, 5, 15, 9, 1, 20, 4, 10, 13, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.98910261698762936, 0.010897126844530187, 2.1199046387462777e-07, 4.4177356283705083e-08, 6.9383149886487379e-19, 2.2002090999372537e-30, 2.4686601943729602e-52, 1.0028377254175554e-62, 3.9005320936811769e-86, 1.0979545853694542e-90, 3.3832462462622925e-91, 1.491494178472147e-102, 6.6547645977738078e-117, 7.9842367389402257e-178, 5.0326029569919967e-307, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rigid,"[15, 5, 0, 9, 17, 1, 23, 20, 10, 3, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999950688801043, 4.9310978911175194e-07, 2.2205901700044887e-12, 2.0420607082822859e-18, 1.9874913544388081e-20, 6.1672664718237321e-22, 2.1081957939574117e-25, 1.2178244755650225e-29, 1.2739806577286665e-43, 3.0735887395818985e-45, 4.144306829265973e-74, 8.2928330833374075e-78, 1.4876768027766941e-122, 3.9045462493898526e-216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
suspend,"[17, 0, 23, 3, 5, 15, 9, 1, 20, 13, 10, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999999593887878, 2.5487360995213478e-09, 1.5113387029280062e-09, 1.0517746407496551e-12, 1.1640222781335477e-15, 2.5218774700750717e-28, 3.7359812252999538e-37, 7.2056767066798016e-56, 3.5921125519722342e-68, 6.9095991753071656e-79, 4.380750319239547e-84, 6.6737771679453198e-90, 1.7039290679320137e-156, 1.1990155670842743e-166, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
vessel,"[9, 15, 1, 10, 20, 17, 5, 0, 13, 23, 3, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[1.0, 6.7552734734727157e-21, 1.6788501680975811e-23, 2.5646233256146717e-32, 4.5313145949334818e-48, 4.2624361702431663e-57, 8.245695082494702e-59, 5.2537249771798189e-72, 4.6192160021320519e-75, 3.6552670013779062e-122, 1.2263183875217568e-146, 1.1269526310205886e-147, 1.8825562150884622e-237, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
pack,"[17, 0, 23, 3, 5, 15, 9, 1, 20, 10, 13, 4, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99999995103184014, 2.8283521678394468e-08, 2.0643612666359603e-08, 4.1009993524136899e-11, 2.7668806213864848e-16, 6.3532362674146174e-25, 8.1517174629404911e-38, 2.5914343684550907e-56, 7.5930652310881949e-64, 5.5517017038584141e-80, 1.4487750681214719e-85, 9.086823499228947e-117, 1.2083212387470502e-121, 5.3421367861003346e-203, 2.3779020726029143e-305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
column,"[1, 9, 15, 20, 10, 0, 5, 13, 17, 23, 4, 3, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[1.0, 1.8599079066349456e-26, 7.5576541823559293e-41, 1.1721260043528516e-45, 8.9411184463177656e-50, 1.7414687773300376e-61, 1.1147308092088204e-66, 3.4779845041147558e-72, 3.4647936143837703e-86, 8.0050912513499093e-100, 3.7013818081786825e-121, 4.0667855925704043e-132, 8.4735941580900976e-153, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
pharmaceut,"[0, 17, 23, 5, 15, 3, 9, 1, 10, 20, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99774748666137369, 0.0022525118432865443, 1.4813627631890867e-09, 1.3985212986721758e-11, 2.490735770980001e-16, 1.5664004016722665e-17, 2.6281364253896221e-29, 3.958271563595597e-42, 2.9383667593754841e-60, 6.2622073303113202e-66, 4.0257676765369991e-73, 3.2672313859589947e-81, 1.4722292374274667e-125, 3.7954759167884018e-226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
prolong,"[17, 23, 3, 0, 5, 15, 9, 1, 20, 13, 4, 10, 11, 12, 22, 18, 14, 16, 8, 7, 6, 19, 21, 2, 24]","[0.99998679136874957, 7.9782305152883867e-06, 5.2046357228612952e-06, 2.5764945025813986e-08, 6.0418769559060584e-14, 2.8124097243883635e-28, 5.3085061919720486e-48, 2.2003294497928713e-61, 2.443077354573068e-75, 4.8195928645688229e-79, 6.5599075763017711e-84, 1.5432362106106285e-84, 2.1493614724272434e-149, 1.7787395752201895e-154, 6.1931280850770839e-301, 3.4370274289919341e-312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
neurolog,"[23, 17, 3, 0, 5, 15, 9, 1, 20, 10, 4, 13, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99899824442962237, 0.00085249570962828852, 0.00014925982395269777, 3.6786702247888703e-11, 2.4463040725507479e-20, 2.7678562270944754e-42, 9.7155959528235105e-55, 1.1808975154651391e-78, 4.4591996261566626e-90, 2.4570823237505041e-92, 1.3250578901598201e-102, 3.1213396462983295e-113, 6.2145160682528243e-145, 5.8226550214516777e-149, 5.4328367943587938e-291, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
exposur,"[9, 15, 5, 1, 0, 17, 20, 10, 13, 23, 3, 12, 4, 11, 14, 16, 18, 8, 7, 6, 19, 21, 2, 22, 24]","[0.99999976016684433, 2.3915320146198541e-07, 6.7997780030322454e-10, 1.9435608704213501e-15, 2.3866912608411201e-20, 8.1920024990374025e-31, 4.0193152823689723e-35, 4.9905354368817948e-39, 6.2900719692568046e-49, 4.3843653403686742e-54, 7.9779747069065111e-70, 1.5553336956468561e-91, 9.7978642859068796e-100, 1.8077352037030411e-285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lesser,"[17, 0, 23, 5, 3, 15, 9, 1, 10, 20, 13, 4, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99997823846203904, 2.1254777259969938e-05, 5.0675679905874687e-07, 2.0022519749019636e-12, 1.8757086205723743e-12, 4.8692566640251006e-36, 1.5949516733731276e-42, 1.6210065736372366e-51, 6.8977137237244452e-71, 8.8732831998910927e-72, 7.6121385062987367e-82, 6.6526641165502857e-95, 2.4202565935971844e-122, 1.1794665203733896e-137, 3.7723070026411882e-301, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
coin,"[1, 20, 10, 9, 15, 0, 5, 4, 13, 17, 23, 12, 3, 14, 11, 16, 18, 8, 7, 6, 19, 21, 2, 22, 24]","[0.99999999547998186, 4.5200202738754649e-09, 3.9243279863642504e-20, 7.0778136435394183e-21, 2.3436436545159071e-36, 1.7001509021364143e-44, 1.1579966731791842e-56, 4.7624448911412099e-64, 2.8626685705092211e-68, 6.9192645360962699e-77, 2.7374035560244547e-95, 2.5949213110251563e-117, 1.4041485301604819e-124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
physicist,"[4, 10, 20, 1, 13, 9, 15, 12, 0, 16, 14, 17, 23, 11, 18, 19, 8, 7, 6, 5, 21, 3, 2, 22, 24]","[1.0, 2.7758310336649346e-90, 8.7946169603898187e-121, 3.230651862655948e-134, 1.3496093163752103e-137, 2.7261212250656117e-183, 2.6806858824972958e-275, 2.0801687657650321e-286, 1.4579877208775186e-320, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
heinrich,"[0, 23, 17, 3, 5, 15, 9, 1, 10, 20, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99441311390758835, 0.0046022313122762153, 0.00098464930812936164, 5.471970837140579e-09, 1.1080415772227717e-14, 2.6408512735559958e-26, 1.3106279826843219e-35, 6.3339810989100514e-54, 3.176301036614409e-70, 7.5827110275332676e-74, 1.9689316625411817e-78, 3.0988045341363007e-90, 6.4666520900791328e-134, 5.6264304113404308e-188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1853,"[23, 3, 17, 0, 5, 15, 9, 1, 13, 10, 20, 4, 11, 12, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99937842884637385, 0.00061913030862740148, 2.4407974685122704e-06, 4.7516742730552269e-11, 4.4994794108691008e-27, 7.4454259914506463e-43, 4.280881849900116e-60, 1.5051252972575952e-79, 3.1299351075285683e-86, 1.5138264029029008e-86, 1.2683197663218983e-87, 2.6501758969570532e-113, 1.0074210554862647e-141, 4.2105214530590293e-161, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1940,"[3, 23, 17, 0, 5, 15, 9, 1, 10, 13, 20, 4, 11, 12, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99680229584542002, 0.0031977032888815572, 8.6572321637961364e-10, 2.6304623511775665e-19, 2.3061147911678301e-36, 8.172845887387616e-63, 1.9051592623356889e-69, 2.7760694693971763e-90, 9.5215989866260144e-97, 4.3058673504415596e-99, 1.6853798914716156e-105, 2.1039539903992466e-126, 7.0782854737019257e-141, 1.7585742475888397e-168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
alan,"[17, 23, 0, 5, 3, 15, 9, 1, 20, 10, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999998890638164, 1.1090720203786672e-08, 2.5038214294360514e-12, 3.8458463349415793e-13, 7.1020693845445367e-16, 4.0127751369346202e-17, 2.2052505215326986e-27, 8.1605154519058405e-44, 3.4911422230792444e-56, 8.007900476028128e-69, 1.7361611798641816e-78, 4.302407928622575e-102, 6.7834552418811096e-139, 1.4869768606599666e-179, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ture,"[1, 9, 15, 20, 10, 5, 0, 4, 13, 17, 23, 12, 3, 14, 11, 16, 18, 8, 7, 6, 19, 21, 2, 22, 24]","[1.0, 6.4842882964317203e-29, 1.078719066871891e-35, 1.5093264995666539e-36, 5.7581607346763791e-44, 7.6884332378806234e-69, 1.9476418200049941e-78, 3.2628042540218324e-81, 2.8303360000185704e-81, 7.2482997038003144e-107, 3.5227871833463808e-141, 3.5573916797457839e-162, 1.8551773129896506e-177, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
23,"[0, 15, 17, 5, 23, 9, 1, 3, 20, 10, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.999999999988745, 1.0275020665091468e-11, 9.7364201487801504e-13, 5.9987250559973305e-15, 5.5728284704828971e-19, 7.243909529072934e-28, 8.2579254260650913e-35, 3.9940446984537547e-37, 5.7577938862573799e-52, 3.3953183405858173e-54, 1.9879058741876357e-76, 2.0297744780208194e-94, 4.4236168919885692e-140, 1.2739616237182407e-232, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
june,"[5, 15, 17, 0, 23, 9, 3, 1, 20, 10, 13, 4, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99999989500117281, 9.4008449302318663e-08, 1.076879478545451e-08, 2.2156933370833062e-10, 1.4648137979050219e-19, 4.0044288430507913e-20, 9.9053509449976995e-30, 4.3357058504802053e-34, 3.105087305236269e-42, 4.7795819090340094e-59, 1.9904681484970206e-69, 3.2996854384911605e-89, 1.5271264121199399e-122, 3.7438213313574465e-184, 2.1082106410195317e-281, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1912,"[17, 23, 0, 3, 5, 15, 9, 1, 20, 13, 10, 4, 11, 12, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99456596616161497, 0.0053152252390161149, 8.6329050760181614e-05, 3.2479548591244025e-05, 8.7397590663208192e-16, 7.9134918987433199e-23, 2.8955206341951127e-37, 1.0759429750040644e-52, 7.846936587143559e-66, 1.0309102263734124e-79, 6.7892767387860978e-81, 3.4130784873367986e-102, 9.8551785666556034e-133, 8.159824176355328e-138, 2.2308444993714978e-295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1954,"[0, 17, 23, 5, 3, 15, 9, 1, 20, 10, 13, 4, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99999857175737039, 1.3501144620493875e-06, 6.594133918463826e-08, 1.2186815779543781e-08, 2.616206273249659e-16, 2.6590498641648527e-20, 2.1081208000691949e-38, 5.4365334978614578e-48, 1.4606265656085137e-61, 1.0660803588707827e-72, 4.2032973831380004e-75, 5.7243734445891334e-88, 3.1577500778772082e-105, 1.9886842174653524e-171, 1.1109743214023932e-292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
english,"[20, 10, 1, 9, 13, 4, 15, 0, 5, 12, 17, 23, 3, 14, 16, 11, 18, 8, 7, 6, 19, 21, 2, 22, 24]","[1.0, 1.1852259411509829e-14, 6.9070369842320134e-22, 1.0822201563532576e-36, 4.56023493238317e-45, 6.6081216315333572e-50, 3.7877102916787465e-63, 3.8038821104440207e-86, 9.3128035893641109e-106, 7.5077819240030147e-111, 4.2027085298908406e-146, 1.8081760623961157e-158, 4.0974456568266825e-213, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
philosoph,"[1, 9, 15, 5, 20, 0, 10, 13, 17, 23, 4, 3, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999989834754455, 1.0165168081912688e-07, 7.6196067782583376e-13, 1.304661122155712e-29, 8.3774519558178563e-33, 5.7650631418634783e-33, 8.7702272828150083e-41, 4.4629021390924414e-45, 1.486475892581148e-53, 3.9165403739447982e-63, 8.5710313133443572e-74, 6.2734032396898614e-100, 4.4786389876516922e-117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
biologist,"[0, 17, 5, 15, 23, 3, 9, 1, 10, 20, 13, 4, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99996268380481579, 3.7297285288573031e-05, 1.8899681084587607e-08, 7.0707506825276949e-12, 3.1348101020317362e-12, 6.4596187455854891e-20, 1.4891122618122309e-25, 9.4403091473357801e-37, 6.2189870490942258e-51, 2.953712731639134e-55, 5.8711766221975356e-71, 2.3163471460245871e-94, 5.5139217105129142e-104, 2.9491084404188455e-185, 1.1581290179152258e-301, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
influenti,"[0, 5, 23, 15, 17, 9, 3, 1, 10, 13, 20, 4, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99999998943360435, 1.0563482361563756e-08, 1.6376910604277361e-12, 1.1383398923816838e-12, 1.6057229592673997e-13, 1.2609741945125491e-21, 5.1657911272403262e-28, 1.1042434748748724e-42, 3.7812131336579948e-59, 1.1775581411373938e-65, 3.5202328510979013e-66, 2.5486668548315771e-82, 4.1120863449755203e-108, 5.630883357584842e-200, 1.4004957371850815e-288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
